tickid,id,seqno,tradedate,ts,tradeprice,tradesize,askprice,asksize,bidprice,bidsize,type_
36021,Security_58,26,2022-11-21,11:33:57,,,49.0312,2100.0,,,Q  
36051,Security_5,42,2022-11-21,11:34:05,43.0312,3700.0,,,,,CT 
36754,Security_60,49,2022-11-21,11:37:04,72.0312,7800.0,,,,,CT 
36081,Security_32,32,2022-11-21,11:34:12,,,,,82.0,4900.0,Q  
36092,Security_39,40,2022-11-21,11:34:15,,,,,76.0,800.0,Q  
36105,Security_2,35,2022-11-21,11:34:19,90.0625,4200.0,,,,,CT 
36106,Security_39,41,2022-11-21,11:34:19,76.0,2100.0,,,,,CT 
36114,Security_92,37,2022-11-21,11:34:21,,,,,2.25,5300.0,Q  
36116,Security_79,40,2022-11-21,11:34:21,,,39.1562,3800.0,,,Q  
36121,Security_45,33,2022-11-21,11:34:23,,,86.875,9300.0,,,Q  
36141,Security_6,37,2022-11-21,11:34:28,58.0938,9600.0,,,,,T  
36148,Security_60,48,2022-11-21,11:34:29,72.0312,5300.0,,,,,T  
36153,Security_53,32,2022-11-21,11:34:31,,,,,20.9375,7800.0,Q  
36160,Security_70,44,2022-11-21,11:34:32,61.0312,7300.0,,,,,T  
36161,Security_85,39,2022-11-21,11:34:33,,,27.5,5400.0,,,Q  
36165,Security_65,40,2022-11-21,11:34:34,,,,,54.0,5000.0,Q  
36192,Security_74,41,2022-11-21,11:34:40,,,92.9375,9300.0,,,Q  
36221,Security_28,32,2022-11-21,11:34:48,,,93.9688,2400.0,,,Q  
36226,Security_97,38,2022-11-21,11:34:49,84.0,4700.0,,,,,CT 
36242,Security_78,31,2022-11-21,11:34:53,,,68.0,2700.0,,,Q  
36243,Security_4,32,2022-11-21,11:34:54,62.0938,8000.0,,,,,T  
36270,Security_10,36,2022-11-21,11:35:00,70.0312,8100.0,,,,,CT 
36274,Security_33,41,2022-11-21,11:35:01,68.875,7300.0,,,,,CT 
36285,Security_87,39,2022-11-21,11:35:04,98.0938,5000.0,,,,,CT 
36292,Security_89,40,2022-11-21,11:35:06,,,85.1875,2600.0,,,Q  
36306,Security_97,39,2022-11-21,11:35:09,84.0,8400.0,,,,,CT 
36310,Security_45,34,2022-11-21,11:35:10,,,,,86.8125,8500.0,Q  
36315,Security_4,33,2022-11-21,11:35:12,,,62.1562,9000.0,,,Q  
36321,Security_63,36,2022-11-21,11:35:13,,,,,15.0938,7300.0,Q  
36323,Security_55,41,2022-11-21,11:35:14,,,27.125,6700.0,,,Q  
36338,Security_52,36,2022-11-21,11:35:17,,,,,20.0938,3700.0,Q  
36343,Security_40,42,2022-11-21,11:35:19,10.1562,2700.0,,,,,T  
36346,Security_92,38,2022-11-21,11:35:19,,,2.3438,5000.0,,,Q  
36352,Security_76,30,2022-11-21,11:35:21,83.0625,3900.0,,,,,CT 
36364,Security_9,35,2022-11-21,11:35:24,,,61.125,3900.0,,,Q  
36374,Security_45,35,2022-11-21,11:35:26,86.8125,5500.0,,,,,T  
36383,Security_18,36,2022-11-21,11:35:29,44.9688,4100.0,,,,,T  
36388,Security_14,30,2022-11-21,11:35:30,82.1562,2300.0,,,,,CT 
36394,Security_95,43,2022-11-21,11:35:32,1.1562,1800.0,,,,,CT 
36434,Security_93,36,2022-11-21,11:35:42,,,73.0938,7100.0,,,Q  
36460,Security_83,37,2022-11-21,11:35:49,82.1562,8200.0,,,,,CT 
36462,Security_16,50,2022-11-21,11:35:49,97.25,6200.0,,,,,CT 
36481,Security_20,43,2022-11-21,11:35:55,55.1875,5400.0,,,,,T  
36483,Security_95,44,2022-11-21,11:35:55,,,,,1.1875,8600.0,Q  
36490,Security_63,37,2022-11-21,11:35:57,15.0938,6600.0,,,,,T  
36503,Security_8,44,2022-11-21,11:36:00,,,,,81.0938,7800.0,Q  
36512,Security_37,40,2022-11-21,11:36:02,97.0,8900.0,,,,,CT 
36513,Security_61,30,2022-11-21,11:36:03,53.0938,6700.0,,,,,T  
36533,Security_84,36,2022-11-21,11:36:08,45.9688,2100.0,,,,,T  
36539,Security_32,33,2022-11-21,11:36:09,82.0,5300.0,,,,,CT 
36549,Security_4,34,2022-11-21,11:36:12,62.0938,6100.0,,,,,T  
36557,Security_67,33,2022-11-21,11:36:14,,,63.1562,8300.0,,,Q  
36580,Security_68,42,2022-11-21,11:36:20,33.0938,3800.0,,,,,CT 
36592,Security_10,37,2022-11-21,11:36:23,70.0312,4000.0,,,,,CT 
36605,Security_34,37,2022-11-21,11:36:26,,,,,52.125,8600.0,Q  
36610,Security_71,39,2022-11-21,11:36:27,92.0,2200.0,,,,,CT 
36618,Security_52,37,2022-11-21,11:36:29,,,20.1562,9800.0,,,Q  
36621,Security_5,43,2022-11-21,11:36:30,,,,,43.0,5400.0,Q  
36638,Security_53,33,2022-11-21,11:36:35,20.9375,2700.0,,,,,CT 
36648,Security_88,34,2022-11-21,11:36:37,32.0938,9500.0,,,,,CT 
36683,Security_94,38,2022-11-21,11:36:46,,,67.125,8300.0,,,Q  
36694,Security_63,38,2022-11-21,11:36:49,,,15.125,2600.0,,,Q  
36699,Security_15,34,2022-11-21,11:36:50,,,31.1562,7000.0,,,Q  
36703,Security_46,43,2022-11-21,11:36:51,,,47.0625,4800.0,,,Q  
36707,Security_47,44,2022-11-21,11:36:52,63.0938,8200.0,,,,,T  
36715,Security_91,35,2022-11-21,11:36:54,,,42.0312,5900.0,,,Q  
36729,Security_23,48,2022-11-21,11:36:58,53.0312,300.0,,,,,CT 
36732,Security_36,53,2022-11-21,11:36:59,51.0,5900.0,,,,,T  
36735,Security_94,39,2022-11-21,11:37:00,,,,,67.0,6200.0,Q  
36739,Security_33,42,2022-11-21,11:37:01,68.875,7600.0,,,,,T  
36752,Security_12,36,2022-11-21,11:37:04,,,,,20.0,900.0,Q  
36756,Security_0,47,2022-11-21,11:37:05,95.0938,1100.0,,,,,CT 
36757,Security_69,30,2022-11-21,11:37:05,76.9375,6900.0,,,,,T  
36761,Security_52,38,2022-11-21,11:37:06,,,,,20.0938,4100.0,Q  
36773,Security_18,37,2022-11-21,11:37:09,44.9688,2100.0,,,,,CT 
36790,Security_39,42,2022-11-21,11:37:13,76.0,8900.0,,,,,CT 
36794,Security_23,49,2022-11-21,11:37:14,,,53.125,9800.0,,,Q  
36799,Security_29,33,2022-11-21,11:37:16,11.2812,4700.0,,,,,T  
36801,Security_72,35,2022-11-21,11:37:16,80.8125,8300.0,,,,,T  
36836,Security_19,38,2022-11-21,11:37:25,,,1.125,4900.0,,,Q  
36846,Security_14,31,2022-11-21,11:37:27,82.1562,1600.0,,,,,CT 
36850,Security_93,37,2022-11-21,11:37:28,73.0938,2300.0,,,,,T  
36853,Security_27,50,2022-11-21,11:37:29,,,,,31.0625,4100.0,Q  
36857,Security_97,40,2022-11-21,11:37:30,,,84.0312,9100.0,,,Q  
36858,Security_76,31,2022-11-21,11:37:30,,,,,83.0625,9400.0,Q  
36868,Security_84,37,2022-11-21,11:37:33,,,46.0,1600.0,,,Q  
36897,Security_12,37,2022-11-21,11:37:40,,,,,19.9688,4900.0,Q  
36909,Security_70,45,2022-11-21,11:37:43,,,,,61.0938,1100.0,Q  
36925,Security_43,35,2022-11-21,11:37:47,10.125,4800.0,,,,,CT 
36934,Security_38,44,2022-11-21,11:37:50,28.8438,2000.0,,,,,CT 
36936,Security_11,43,2022-11-21,11:37:50,,,73.3125,8000.0,,,Q  
36951,Security_64,37,2022-11-21,11:37:54,55.9688,5100.0,,,,,CT 
36970,Security_52,39,2022-11-21,11:37:59,,,20.1875,7200.0,,,Q  
36974,Security_26,29,2022-11-21,11:38:00,4.9688,9700.0,,,,,CT 
37014,Security_36,54,2022-11-21,11:38:10,51.0,2100.0,,,,,CT 
37024,Security_83,38,2022-11-21,11:38:12,82.1562,1200.0,,,,,T  
37030,Security_15,35,2022-11-21,11:38:14,,,,,31.1875,8300.0,Q  
37032,Security_35,37,2022-11-21,11:38:14,58.0625,600.0,,,,,T  
37039,Security_19,39,2022-11-21,11:38:16,,,,,1.125,7900.0,Q  
37042,Security_32,34,2022-11-21,11:38:17,,,,,82.0,9400.0,Q  
37045,Security_79,41,2022-11-21,11:38:18,39.0938,3400.0,,,,,T  
37046,Security_0,48,2022-11-21,11:38:18,95.0938,4900.0,,,,,CT 
37061,Security_4,35,2022-11-21,11:38:22,62.0938,6400.0,,,,,T  
37070,Security_51,44,2022-11-21,11:38:24,31.9688,9400.0,,,,,T  
37073,Security_41,35,2022-11-21,11:38:25,16.1875,3100.0,,,,,CT 
37094,Security_67,34,2022-11-21,11:38:30,,,,,63.125,5800.0,Q  
37109,Security_87,40,2022-11-21,11:38:34,,,98.125,5300.0,,,Q  
37110,Security_1,33,2022-11-21,11:38:34,3.9375,8800.0,,,,,CT 
37130,Security_16,51,2022-11-21,11:38:39,97.25,5500.0,,,,,T  
37174,Security_69,31,2022-11-21,11:38:51,,,76.9375,3200.0,,,Q  
37187,Security_92,39,2022-11-21,11:38:54,,,,,2.25,1900.0,Q  
37191,Security_15,36,2022-11-21,11:38:55,31.1875,3800.0,,,,,CT 
37192,Security_60,50,2022-11-21,11:38:55,72.0312,6500.0,,,,,T  
37193,Security_60,51,2022-11-21,11:38:55,72.0312,6900.0,,,,,T  
37197,Security_88,35,2022-11-21,11:38:56,,,32.125,2800.0,,,Q  
37210,Security_74,42,2022-11-21,11:39:00,92.9062,6900.0,,,,,CT 
37218,Security_57,32,2022-11-21,11:39:02,,,64.125,800.0,,,Q  
37233,Security_66,32,2022-11-21,11:39:05,3.0938,9100.0,,,,,T  
37241,Security_90,39,2022-11-21,11:39:07,49.9688,9400.0,,,,,CT 
37248,Security_64,38,2022-11-21,11:39:09,,,,,55.9375,8500.0,Q  
37255,Security_95,45,2022-11-21,11:39:11,1.1875,7500.0,,,,,CT 
37260,Security_91,36,2022-11-21,11:39:12,42.0,7800.0,,,,,T  
37267,Security_68,43,2022-11-21,11:39:14,33.0938,1600.0,,,,,CT 
37273,Security_91,37,2022-11-21,11:39:15,42.0,3200.0,,,,,CT 
37280,Security_0,49,2022-11-21,11:39:17,95.0938,2200.0,,,,,CT 
37300,Security_72,36,2022-11-21,11:39:22,80.8125,1900.0,,,,,CT 
37301,Security_56,32,2022-11-21,11:39:23,,,,,25.125,1600.0,Q  
37304,Security_28,33,2022-11-21,11:39:23,93.9688,2000.0,,,,,CT 
37311,Security_57,33,2022-11-21,11:39:25,,,64.125,4000.0,,,Q  
37315,Security_60,52,2022-11-21,11:39:26,,,72.125,9700.0,,,Q  
37323,Security_98,34,2022-11-21,11:39:28,23.0938,5600.0,,,,,CT 
37330,Security_99,29,2022-11-21,11:39:30,86.9062,8000.0,,,,,T  
37334,Security_6,38,2022-11-21,11:39:31,,,58.1562,4700.0,,,Q  
37346,Security_90,40,2022-11-21,11:39:34,49.9688,1300.0,,,,,T  
37355,Security_93,38,2022-11-21,11:39:36,73.0938,1700.0,,,,,CT 
37369,Security_90,41,2022-11-21,11:39:40,,,,,50.0312,8100.0,Q  
37370,Security_70,46,2022-11-21,11:39:40,,,61.0938,6700.0,,,Q  
37392,Security_69,32,2022-11-21,11:39:46,,,77.0312,4800.0,,,Q  
37398,Security_3,40,2022-11-21,11:39:47,,,,,45.75,1400.0,Q  
37402,Security_51,45,2022-11-21,11:39:48,31.9688,4300.0,,,,,CT 
37403,Security_69,33,2022-11-21,11:39:49,76.9375,2000.0,,,,,T  
37410,Security_72,37,2022-11-21,11:39:50,80.8125,7200.0,,,,,T  
37413,Security_41,36,2022-11-21,11:39:51,16.1875,9300.0,,,,,T  
37419,Security_80,26,2022-11-21,11:39:53,,,,,80.0938,9800.0,Q  
37420,Security_63,39,2022-11-21,11:39:53,,,15.1562,500.0,,,Q  
37434,Security_68,44,2022-11-21,11:39:56,,,,,33.0312,1000.0,Q  
37452,Security_85,40,2022-11-21,11:40:01,27.4062,9600.0,,,,,T  
37460,Security_15,37,2022-11-21,11:40:03,,,31.1875,7900.0,,,Q  
37467,Security_42,31,2022-11-21,11:40:05,41.0625,2600.0,,,,,T  
37474,Security_23,50,2022-11-21,11:40:06,,,,,53.0312,9500.0,Q  
37492,Security_69,34,2022-11-21,11:40:11,76.9375,3300.0,,,,,T  
37497,Security_22,42,2022-11-21,11:40:12,18.0,7500.0,,,,,T  
37500,Security_80,27,2022-11-21,11:40:13,,,80.1875,4200.0,,,Q  
37501,Security_27,51,2022-11-21,11:40:13,,,,,31.0312,6200.0,Q  
37505,Security_21,31,2022-11-21,11:40:14,11.875,6900.0,,,,,T  
37510,Security_64,39,2022-11-21,11:40:15,,,56.0312,1100.0,,,Q  
37517,Security_92,40,2022-11-21,11:40:17,,,2.2812,7800.0,,,Q  
37526,Security_97,41,2022-11-21,11:40:19,84.0,4700.0,,,,,CT 
37532,Security_90,42,2022-11-21,11:40:21,50.0312,2400.0,,,,,T  
37533,Security_48,37,2022-11-21,11:40:21,,,63.0938,5900.0,,,Q  
37554,Security_23,51,2022-11-21,11:40:26,53.0312,2400.0,,,,,CT 
37558,Security_15,38,2022-11-21,11:40:27,31.1875,4200.0,,,,,CT 
37561,Security_81,32,2022-11-21,11:40:28,95.1875,9000.0,,,,,CT 
37564,Security_39,43,2022-11-21,11:40:29,,,,,75.9375,8000.0,Q  
37577,Security_61,31,2022-11-21,11:40:32,53.0938,900.0,,,,,T  
37589,Security_98,35,2022-11-21,11:40:35,23.0938,4500.0,,,,,T  
37594,Security_78,32,2022-11-21,11:40:37,,,67.9688,4900.0,,,Q  
37599,Security_61,32,2022-11-21,11:40:38,,,53.0938,3500.0,,,Q  
37607,Security_42,32,2022-11-21,11:40:40,41.0625,1500.0,,,,,CT 
37626,Security_90,43,2022-11-21,11:40:45,50.0312,700.0,,,,,CT 
37652,Security_5,44,2022-11-21,11:40:51,43.0,4000.0,,,,,T  
37659,Security_15,39,2022-11-21,11:40:53,,,31.2812,300.0,,,Q  
37662,Security_65,42,2022-11-21,11:40:54,,,54.0312,3300.0,,,Q  
37669,Security_23,52,2022-11-21,11:40:56,53.0312,6200.0,,,,,T  
37678,Security_44,35,2022-11-21,11:40:58,,,15.1875,5400.0,,,Q  
37685,Security_42,33,2022-11-21,11:41:00,41.0625,200.0,,,,,T  
37701,Security_87,41,2022-11-21,11:41:04,98.0938,3800.0,,,,,CT 
37729,Security_9,36,2022-11-21,11:41:11,,,61.125,800.0,,,Q  
37757,Security_46,44,2022-11-21,11:41:18,,,,,47.0312,1200.0,Q  
37766,Security_88,36,2022-11-21,11:41:20,32.0938,200.0,,,,,T  
37767,Security_25,27,2022-11-21,11:41:20,74.9688,6200.0,,,,,T  
37768,Security_17,38,2022-11-21,11:41:21,,,76.1875,3400.0,,,Q  
37769,Security_65,43,2022-11-21,11:41:21,54.0,4000.0,,,,,T  
37782,Security_50,32,2022-11-21,11:41:24,43.25,7200.0,,,,,T  
37790,Security_5,45,2022-11-21,11:41:26,,,43.0312,6000.0,,,Q  
37812,Security_26,30,2022-11-21,11:41:32,,,,,5.0,1900.0,Q  
37813,Security_52,40,2022-11-21,11:41:32,,,20.1562,2700.0,,,Q  
37817,Security_44,36,2022-11-21,11:41:33,15.125,1200.0,,,,,CT 
37825,Security_20,44,2022-11-21,11:41:35,,,55.2188,7000.0,,,Q  
37834,Security_96,40,2022-11-21,11:41:38,0.0312,2900.0,,,,,CT 
37837,Security_13,35,2022-11-21,11:41:38,,,,,27.0938,9000.0,Q  
37841,Security_29,34,2022-11-21,11:41:39,11.2812,8400.0,,,,,CT 
37847,Security_49,40,2022-11-21,11:41:41,,,62.0312,7300.0,,,Q  
37860,Security_68,45,2022-11-21,11:41:44,33.0312,8600.0,,,,,CT 
37869,Security_50,33,2022-11-21,11:41:47,43.25,4300.0,,,,,CT 
37882,Security_20,45,2022-11-21,11:41:50,,,55.2812,7500.0,,,Q  
37895,Security_75,38,2022-11-21,11:41:53,35.1875,800.0,,,,,T  
37902,Security_68,46,2022-11-21,11:41:55,,,,,33.0625,5100.0,Q  
37907,Security_12,38,2022-11-21,11:41:56,,,,,19.9375,8900.0,Q  
37912,Security_8,45,2022-11-21,11:41:57,,,81.1875,6400.0,,,Q  
37919,Security_20,46,2022-11-21,11:41:59,,,55.25,7100.0,,,Q  
37948,Security_26,31,2022-11-21,11:42:06,,,5.0938,1200.0,,,Q  
37950,Security_69,35,2022-11-21,11:42:07,,,,,76.9062,1600.0,Q  
37966,Security_88,37,2022-11-21,11:42:11,32.0938,1800.0,,,,,CT 
37991,Security_83,39,2022-11-21,11:42:17,82.1562,9500.0,,,,,CT 
38022,Security_16,52,2022-11-21,11:42:25,,,97.3125,7200.0,,,Q  
38023,Security_5,46,2022-11-21,11:42:26,,,,,43.0625,3200.0,Q  
38028,Security_94,40,2022-11-21,11:42:27,67.0,6400.0,,,,,T  
38038,Security_80,28,2022-11-21,11:42:29,,,,,80.125,8700.0,Q  
38039,Security_99,30,2022-11-21,11:42:30,86.9062,3500.0,,,,,CT 
38041,Security_78,33,2022-11-21,11:42:30,,,67.9688,6400.0,,,Q  
38055,Security_39,44,2022-11-21,11:42:34,,,76.0,9000.0,,,Q  
38057,Security_41,37,2022-11-21,11:42:34,16.1875,400.0,,,,,T  
38067,Security_62,26,2022-11-21,11:42:37,,,52.8125,4200.0,,,Q  
38077,Security_75,39,2022-11-21,11:42:39,35.1875,1000.0,,,,,T  
38083,Security_92,41,2022-11-21,11:42:41,2.25,6800.0,,,,,T  
38091,Security_56,33,2022-11-21,11:42:43,25.125,4800.0,,,,,CT 
38114,Security_5,47,2022-11-21,11:42:49,,,43.125,5200.0,,,Q  
38117,Security_87,42,2022-11-21,11:42:49,,,,,98.0625,9200.0,Q  
38125,Security_11,44,2022-11-21,11:42:51,73.2188,300.0,,,,,T  
38130,Security_45,36,2022-11-21,11:42:53,,,86.875,1900.0,,,Q  
38132,Security_46,45,2022-11-21,11:42:53,47.0312,8800.0,,,,,CT 
38170,Security_36,55,2022-11-21,11:43:03,,,,,51.0,7700.0,Q  
38172,Security_99,31,2022-11-21,11:43:03,,,,,86.9688,3000.0,Q  
38175,Security_88,38,2022-11-21,11:43:04,32.0938,7100.0,,,,,T  
38199,Security_19,40,2022-11-21,11:43:10,1.125,4700.0,,,,,CT 
38203,Security_0,50,2022-11-21,11:43:11,,,,,95.0625,9700.0,Q  
38214,Security_32,35,2022-11-21,11:43:14,,,,,82.0625,6200.0,Q  
38216,Security_74,43,2022-11-21,11:43:14,,,,,92.875,9100.0,Q  
38237,Security_39,45,2022-11-21,11:43:19,75.9375,9000.0,,,,,CT 
38241,Security_54,46,2022-11-21,11:43:20,27.0,700.0,,,,,CT 
38245,Security_7,39,2022-11-21,11:43:21,,,,,46.9688,3000.0,Q  
38267,Security_55,42,2022-11-21,11:43:27,,,,,27.0625,800.0,Q  
38273,Security_65,44,2022-11-21,11:43:28,,,,,54.0,6700.0,Q  
38275,Security_53,34,2022-11-21,11:43:29,,,21.0,9300.0,,,Q  
38288,Security_6,39,2022-11-21,11:43:32,,,58.1562,9800.0,,,Q  
38294,Security_47,45,2022-11-21,11:43:34,,,63.1562,6900.0,,,Q  
38306,Security_49,41,2022-11-21,11:43:37,,,,,62.0625,8600.0,Q  
38323,Security_98,36,2022-11-21,11:43:41,,,,,23.125,4500.0,Q  
38330,Security_9,37,2022-11-21,11:43:43,61.0312,6200.0,,,,,T  
38345,Security_34,38,2022-11-21,11:43:47,52.125,5100.0,,,,,CT 
38347,Security_31,35,2022-11-21,11:43:47,,,,,68.0312,6100.0,Q  
38355,Security_47,46,2022-11-21,11:43:49,63.0938,5400.0,,,,,CT 
38369,Security_63,40,2022-11-21,11:43:53,,,,,15.0938,7400.0,Q  
38376,Security_99,32,2022-11-21,11:43:55,86.9688,5600.0,,,,,CT 
38377,Security_64,40,2022-11-21,11:43:55,55.9375,7800.0,,,,,T  
38379,Security_90,44,2022-11-21,11:43:56,,,50.0938,8200.0,,,Q  
38380,Security_16,53,2022-11-21,11:43:56,,,,,97.1875,5300.0,Q  
38384,Security_6,40,2022-11-21,11:43:57,58.0938,4600.0,,,,,CT 
38386,Security_37,41,2022-11-21,11:43:58,,,97.0938,900.0,,,Q  
38405,Security_19,41,2022-11-21,11:44:02,,,,,1.0625,3200.0,Q  
38415,Security_69,36,2022-11-21,11:44:05,76.9062,3000.0,,,,,T  
38453,Security_72,38,2022-11-21,11:44:14,80.8125,6200.0,,,,,CT 
38455,Security_19,42,2022-11-21,11:44:15,1.0625,2900.0,,,,,T  
38461,Security_48,38,2022-11-21,11:44:16,,,63.0938,1000.0,,,Q  
38468,Security_11,45,2022-11-21,11:44:18,,,,,73.2188,9600.0,Q  
38471,Security_88,39,2022-11-21,11:44:19,32.0938,6600.0,,,,,T  
38473,Security_75,40,2022-11-21,11:44:20,,,,,35.2188,8000.0,Q  
38501,Security_83,40,2022-11-21,11:44:27,82.1562,6500.0,,,,,T  
38504,Security_25,28,2022-11-21,11:44:28,74.9688,3100.0,,,,,T  
38506,Security_49,42,2022-11-21,11:44:29,,,,,62.0312,8100.0,Q  
38514,Security_38,45,2022-11-21,11:44:31,28.8438,5700.0,,,,,CT 
38520,Security_11,46,2022-11-21,11:44:32,73.2188,2400.0,,,,,CT 
38549,Security_47,47,2022-11-21,11:44:39,,,,,63.125,9500.0,Q  
38550,Security_74,44,2022-11-21,11:44:40,,,,,92.9375,5700.0,Q  
38560,Security_63,41,2022-11-21,11:44:42,15.0938,4500.0,,,,,T  
38571,Security_48,39,2022-11-21,11:44:45,,,63.0938,3300.0,,,Q  
38588,Security_31,36,2022-11-21,11:44:49,,,,,68.0312,900.0,Q  
38592,Security_43,36,2022-11-21,11:44:50,,,,,10.1562,3800.0,Q  
38596,Security_35,38,2022-11-21,11:44:51,,,58.1562,2000.0,,,Q  
38607,Security_62,27,2022-11-21,11:44:54,52.8125,8600.0,,,,,CT 
38636,Security_83,41,2022-11-21,11:45:01,,,,,82.1562,2400.0,Q  
38640,Security_99,33,2022-11-21,11:45:02,,,,,87.0312,2000.0,Q  
38645,Security_55,43,2022-11-21,11:45:04,27.0625,100.0,,,,,CT 
38648,Security_12,39,2022-11-21,11:45:04,19.9375,5000.0,,,,,CT 
38651,Security_17,39,2022-11-21,11:45:05,76.1562,9200.0,,,,,CT 
38657,Security_64,41,2022-11-21,11:45:07,,,56.0312,8800.0,,,Q  
38659,Security_83,42,2022-11-21,11:45:07,82.1562,400.0,,,,,T  
38660,Security_52,41,2022-11-21,11:45:07,,,20.1562,8900.0,,,Q  
38680,Security_93,39,2022-11-21,11:45:12,,,73.1562,7600.0,,,Q  
38683,Security_27,52,2022-11-21,11:45:13,,,,,31.0938,4200.0,Q  
38686,Security_66,33,2022-11-21,11:45:14,,,,,3.0625,3700.0,Q  
38698,Security_34,39,2022-11-21,11:45:17,52.125,4100.0,,,,,T  
38724,Security_90,45,2022-11-21,11:45:24,,,,,50.0312,5900.0,Q  
38727,Security_32,36,2022-11-21,11:45:24,82.0625,5800.0,,,,,CT 
38728,Security_97,42,2022-11-21,11:45:25,84.0,6500.0,,,,,CT 
38730,Security_61,33,2022-11-21,11:45:25,,,,,53.0625,4900.0,Q  
38735,Security_1,34,2022-11-21,11:45:26,,,3.9688,7700.0,,,Q  
38737,Security_89,41,2022-11-21,11:45:27,,,85.2188,8700.0,,,Q  
38744,Security_88,40,2022-11-21,11:45:29,32.0938,2900.0,,,,,T  
38747,Security_74,45,2022-11-21,11:45:29,92.9375,3200.0,,,,,T  
38798,Security_17,40,2022-11-21,11:45:43,,,,,76.1562,3700.0,Q  
38821,Security_7,40,2022-11-21,11:45:49,,,,,47.0,9600.0,Q  
38825,Security_23,53,2022-11-21,11:45:50,,,,,53.0,8700.0,Q  
38831,Security_46,46,2022-11-21,11:45:51,47.0312,4200.0,,,,,T  
38854,Security_60,53,2022-11-21,11:45:57,,,,,72.0938,5000.0,Q  
38859,Security_88,41,2022-11-21,11:45:58,32.0938,8000.0,,,,,CT 
38860,Security_81,33,2022-11-21,11:45:58,95.1875,8100.0,,,,,T  
38861,Security_66,34,2022-11-21,11:45:59,3.0625,5300.0,,,,,T  
38872,Security_50,34,2022-11-21,11:46:01,,,,,43.25,9100.0,Q  
38873,Security_53,35,2022-11-21,11:46:02,,,,,20.9375,9800.0,Q  
38875,Security_57,34,2022-11-21,11:46:02,64.0312,9700.0,,,,,CT 
38879,Security_44,37,2022-11-21,11:46:03,,,,,15.125,7900.0,Q  
38886,Security_5,48,2022-11-21,11:46:05,43.0625,3600.0,,,,,T  
38892,Security_2,36,2022-11-21,11:46:06,90.0625,3600.0,,,,,CT 
38903,Security_14,32,2022-11-21,11:46:09,,,82.25,6600.0,,,Q  
38906,Security_63,42,2022-11-21,11:46:10,15.0938,2500.0,,,,,CT 
38908,Security_4,36,2022-11-21,11:46:10,62.0938,7900.0,,,,,CT 
38921,Security_81,34,2022-11-21,11:46:14,95.1875,9500.0,,,,,CT 
38923,Security_44,38,2022-11-21,11:46:14,15.125,3400.0,,,,,CT 
38928,Security_18,38,2022-11-21,11:46:15,,,,,44.9062,7000.0,Q  
38929,Security_94,41,2022-11-21,11:46:16,,,,,67.0312,5900.0,Q  
38947,Security_55,44,2022-11-21,11:46:20,,,27.0938,400.0,,,Q  
38949,Security_40,43,2022-11-21,11:46:21,,,,,10.2188,1100.0,Q  
38953,Security_13,36,2022-11-21,11:46:22,27.0938,6200.0,,,,,CT 
38970,Security_89,42,2022-11-21,11:46:26,,,,,85.0938,9800.0,Q  
38974,Security_49,43,2022-11-21,11:46:27,,,,,62.0625,7800.0,Q  
38988,Security_38,46,2022-11-21,11:46:30,28.8438,2400.0,,,,,T  
38996,Security_7,41,2022-11-21,11:46:33,47.0,2700.0,,,,,CT 
39001,Security_79,42,2022-11-21,11:46:34,,,39.125,5800.0,,,Q  
39006,Security_94,42,2022-11-21,11:46:35,67.0312,1400.0,,,,,CT 
39007,Security_24,47,2022-11-21,11:46:35,,,46.1875,7300.0,,,Q  
39014,Security_55,45,2022-11-21,11:46:37,,,,,27.0,5600.0,Q  
39015,Security_49,44,2022-11-21,11:46:37,62.0625,7100.0,,,,,T  
39048,Security_17,41,2022-11-21,11:46:46,76.1562,5600.0,,,,,CT 
39067,Security_2,37,2022-11-21,11:46:50,90.0625,5300.0,,,,,T  
39073,Security_33,43,2022-11-21,11:46:52,,,68.9688,2500.0,,,Q  
39075,Security_14,33,2022-11-21,11:46:52,82.1562,5100.0,,,,,CT 
39080,Security_68,47,2022-11-21,11:46:54,,,33.0938,8100.0,,,Q  
39095,Security_26,32,2022-11-21,11:46:57,,,5.0,500.0,,,Q  
39113,Security_58,27,2022-11-21,11:47:02,,,49.0625,5800.0,,,Q  
39121,Security_51,46,2022-11-21,11:47:04,,,,,31.9688,4300.0,Q  
39133,Security_77,43,2022-11-21,11:47:07,,,,,48.9688,4200.0,Q  
39140,Security_55,46,2022-11-21,11:47:09,,,,,26.9375,2700.0,Q  
39144,Security_62,28,2022-11-21,11:47:10,,,,,52.875,800.0,Q  
39147,Security_59,39,2022-11-21,11:47:10,90.1562,6900.0,,,,,T  
39155,Security_6,41,2022-11-21,11:47:12,58.0938,2900.0,,,,,T  
39157,Security_45,37,2022-11-21,11:47:13,86.8125,2300.0,,,,,CT 
39166,Security_46,47,2022-11-21,11:47:15,47.0312,9400.0,,,,,T  
39176,Security_28,34,2022-11-21,11:47:18,93.9688,8400.0,,,,,T  
39178,Security_10,38,2022-11-21,11:47:18,70.0312,9400.0,,,,,CT 
39192,Security_64,42,2022-11-21,11:47:22,,,56.0312,8300.0,,,Q  
39199,Security_92,42,2022-11-21,11:47:24,2.25,8600.0,,,,,CT 
39204,Security_77,44,2022-11-21,11:47:25,48.9688,700.0,,,,,CT 
